movie_id,original_id,name,date,tagline,description,minute,theatrical_release_age_rating,rating
0,1000001,Barbie,2023,She's everything. He's just Ken.,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",114,PG-13,3.86
1,1000004,Fight Club,1999,Mischief. Mayhem. Soap.,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",139,R,4.27
2,1000006,Oppenheimer,2023,The world forever changes.,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,181,R,4.23
3,1000008,Joker,2019,Put on a happy face.,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",122,R,3.85
4,1000010,Pulp Fiction,1994,Just because you are a character doesn't mean you have character.,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",154,R,4.26
5,1000011,Spider-Man: Into the Spider-Verse,2018,More than one wears the mask.,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",117,PG,4.42
6,1000013,The Batman,2022,Unmask the truth.,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",177,PG-13,3.98
7,1000015,Knives Out,2019,"Hell, any of them could have done it.","When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",131,PG-13,3.99
8,1000017,The Dark Knight,2008,Why So Serious?,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",152,PG-13,4.47
9,1000018,Inception,2010,Your mind is the scene of the crime.,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",148,PG-13,4.2
10,1000020,Poor Things,2023,She's like nothing you've ever seen.,"Brought back to life by an unorthodox scientist, a young woman runs off with a lawyer on a whirlwind adventure across the continents. Free from the prejudices of her times, she grows steadfast in her purpose to stand for equality and liberation.",142,R,4.05
11,1000021,Spider-Man: Across the Spider-Verse,2023,It's how you wear the mask that matters,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",140,PG,4.45
12,1000022,The Truman Show,1998,On the air. Unaware.,"Truman Burbank is the star of The Truman Show, a 24-hour-a-day reality TV show that broadcasts every aspect of his life without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows, including his wife and his best friend is really an actor, paid to be part of his life.",103,PG,4.21
13,1000026,American Psycho,2000,I think my mask of sanity is about to slip.,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",102,R,3.86
14,1000027,Spider-Man: No Way Home,2021,The Multiverse unleashed.,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",148,PG-13,3.84
15,1000032,Gone Girl,2014,You don't know what you've got 'til it's...,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",149,R,4.07
16,1000033,Once Upon a Time… in Hollywood,2019,"In this town, it can all change… like that","Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…",162,R,3.76
17,1000034,The Shining,1980,"He came as the caretaker, but this hotel had its own guardians - who'd been there a long time","Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",144,R,4.24
18,1000036,Inglourious Basterds,2009,Once upon a time in Nazi occupied France...,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",153,R,4.34
19,1000037,Little Women,2019,Own your story,Four sisters come of age in America in the aftermath of the Civil War.,135,PG,4.15
20,1000038,Forrest Gump,1994,Life is like a box of chocolates...you never know what you're gonna get.,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",142,PG-13,4.13
21,1000039,Se7en,1995,Seven deadly sins. Seven ways to die.,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",127,R,4.33
22,1000045,Kill Bill: Vol. 1,2003,A roaring rampage of revenge.,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",111,R,4.19
23,1000046,The Godfather,1972,An offer you can't refuse.,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",175,R,4.55
24,1000047,Django Unchained,2012,"Life, liberty and the pursuit of vengeance.","With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",165,R,4.28
25,1000048,Shutter Island,2010,Someone is missing,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",138,R,4.11
26,1000051,The Social Network,2010,You don't get to 500 million friends without making a few enemies.,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",121,PG-13,3.95
27,1000053,Ratatouille,2007,He's dying to become a chef.,"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.",111,,4.2
28,1000055,Nope,2022,What's a bad miracle?,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",130,R,3.72
29,1000056,Scott Pilgrim vs. the World,2010,An epic of epic epicness.,"Scott Pilgrim is a 22 year old radical Canadian wannabe rockstar who falls in love with an American delivery girl, Ramona Flowers, and must defeat her seven evil exes to be able to date her.",113,PG-13,3.87
30,1000057,The Matrix,1999,Welcome to the Real World.,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",136,R,4.16
31,1000059,Taxi Driver,1976,"On every street in every city, there's a nobody who dreams of being a somebody.",A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,114,R,4.17
32,1000060,Dead Poets Society,1989,He was their inspiration. He made their lives extraordinary.,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",128,PG,4.26
33,1000065,Blade Runner 2049,2017,The key to the future is finally unearthed.,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",164,R,4.12
34,1000067,The Lord of the Rings: The Fellowship of the Ring,2001,One ring to rule them all,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",179,PG-13,4.37
35,1000070,Good Will Hunting,1997,"Some people can never believe in themselves, until someone believes in them.","Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",127,R,4.3
36,1000071,Coco,2017,The celebration of a lifetime,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",105,PG,4.12
37,1000072,Mad Max: Fury Road,2015,What a Lovely Day.,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",121,R,4.19
38,1000074,Titanic,1997,Nothing on Earth could come between them.,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",194,PG-13,3.81
39,1000075,Challengers,2024,Her game. Her rules.,"Tennis player turned coach Tashi has taken her husband, Art, and transformed him into a world-famous Grand Slam champion. To jolt him out of his recent losing streak, she signs him up for a ""Challenger"" event — close to the lowest level of pro tournament — where he finds himself standing across the net from his former best friend and Tashi's former boyfriend.",132,R,4.06
40,1000079,Inside Out,2015,Meet the little voices inside your head.,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.",95,PG,3.82
41,1000082,Star Wars,1977,"A long time ago in a galaxy far, far away...",Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,121,PG,4.17
42,1000085,Spider-Man: Homecoming,2017,Homework can wait. The city can't.,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",133,PG-13,3.47
43,1000086,Us,2019,Watch yourself,"Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited.",116,R,3.65
44,1000087,Mean Girls,2004,Welcome to girl world.,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",97,PG-13,3.83
45,1000088,Top Gun: Maverick,2022,Feel the need... The need for speed.,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen. Facing an uncertain future and confronting the ghosts of his past, Maverick is drawn into a confrontation with his own deepest fears, culminating in a mission that demands the ultimate sacrifice from those who will be chosen to fly it.",131,PG-13,3.99
46,1000089,Soul,2020,Is all this living really worth dying for?,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",101,PG,3.94
47,1000090,Back to the Future,1985,He's the only kid ever to get into trouble before he was born.,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",116,PG,4.2
48,1000093,The Hunger Games,2012,May The Odds Be Ever In Your Favor.,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",142,PG-13,3.66
49,1000096,Deadpool,2016,Witness the beginning of a happy ending,"Deadpool tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",108,R,3.67
50,1000097,Harry Potter and the Prisoner of Azkaban,2004,Something wicked this way comes.,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",141,PG,4.09
51,1000098,WALL·E,2008,"After 700 years of doing what he was built for, he'll discover what he was meant for.","WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",98,G,4.2
52,1000099,Aftersun,2022,Memory burns.,Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between miniDV footage as she tries to reconcile the father she knew with the man she didn’t.,102,,4.24
53,1000103,Harry Potter and the Philosopher's Stone,2001,Let the Magic Begin.,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.",152,PG,3.76
54,1000104,Avatar,2009,Enter the World of Pandora.,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",162,PG-13,3.58
55,1000105,Bullet Train,2022,The end of the line is just the beginning.,"Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.",126,R,3.54
56,1000109,2001: A Space Odyssey,1968,The Ultimate Trip.,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",149,G,4.3
57,1000111,No Country for Old Men,2007,There are no clean getaways.,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",122,R,4.33
58,1000113,Spider-Man: Far from Home,2019,It’s time to step up.,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",129,PG-13,3.37
59,1000116,Dunkirk,2017,Survival is Victory,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",107,PG-13,3.77
60,1000119,The Breakfast Club,1985,"They only met once, but it changed their lives forever.","Five disparate high school students meet in Saturday detention, and discover they have a lot more in common than they thought.",98,R,3.76
61,1000121,It,2017,Your fears are unleashed,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",135,R,3.43
62,1000123,Scream,1996,Someone has taken their love of scary movies one step too far.,"A killer known as Ghostface begins killing off teenagers, and as the body count begins rising, one girl and her friends find themselves contemplating the 'rules' of horror films as they find themselves living in a real-life one.",112,R,4.02
63,1000124,The Banshees of Inisherin,2022,Everything was fine yesterday.,"Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them.",114,R,4.11
64,1000125,The Devil Wears Prada,2006,Meet Andy Sachs. A million girls would kill to have her job. She's not one of them.,"Andy moves to New York to work in the fashion industry. Her boss is extremely demanding, cruel and won't let her succeed if she doesn't fit into the high class elegant look of their magazine.",109,PG-13,3.78
65,1000127,Spider-Man,2002,Go for the Ultimate Spin.,"After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers to become the Amazing superhero known as Spider-Man.",121,PG-13,3.78
66,1000131,The Holdovers,2023,Discomfort and joy.,"A curmudgeonly instructor at a New England prep school is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually, he forms an unlikely bond with one of them — a damaged, brainy troublemaker — and with the school’s head cook, who has just lost a son in Vietnam.",133,R,4.22
67,1000132,Tenet,2020,Time runs out.,"Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",150,PG-13,3.4
68,1000135,Jurassic Park,1993,An adventure 65 million years in the making.,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",127,PG-13,4.11
69,1000136,A Quiet Place,2018,"If they hear you, they hunt you.",A family is forced to live in silence while hiding from creatures that hunt by sound.,91,PG-13,3.65
70,1000137,The Lord of the Rings: The Return of the King,2003,The eye of the enemy is moving.,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",201,PG-13,4.5
71,1000139,The Incredibles,2004,"No gut, no glory","Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",115,PG,4.07
72,1000141,Zodiac,2007,There's more than one way to lose your life to a killer.,"The true story of the investigation of the ""Zodiac Killer"", a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for three men as their lives and careers are built and destroyed by the endless trail of clues.",163,R,4.02
73,1000142,Wonka,2023,Every good thing in this world started with a dream.,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",117,PG,3.27
74,1000144,Alien,1979,In space no one can hear you scream.,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",117,R,4.27
75,1000145,Superbad,2007,Come and Get Some!,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,113,R,3.88
76,1000148,The Super Mario Bros. Movie,2023,Not all heroes wear capes. Some wear overalls.,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",93,PG,3.27
77,1000150,A Clockwork Orange,1971,"Being the adventures of a young man whose principal interests are rape, ultra-violence and Beethoven.","In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",137,R,4.12
78,1000154,The Hunger Games: The Ballad of Songbirds & Snakes,2023,Everyone hungers for something.,"64 years before he becomes the tyrannical president of Panem, Coriolanus Snow sees a chance for a change in fortunes when he mentors Lucy Gray Baird, the female tribute from District 12.",157,PG-13,3.59
79,1000155,Home Alone,1990,A Family Comedy Without the Family.,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before Christmas Day.",103,PG,3.8
80,1000156,The Lord of the Rings: The Two Towers,2002,A New Power Is Rising.,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",179,PG-13,4.39
81,1000157,Blade Runner,1982,Man has made his match... now it's his problem.,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",118,R,4.1
82,1000160,The Dark Knight Rises,2012,The Legend Ends,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",165,PG-13,3.74
83,1000161,Anyone But You,2023,They only look like the perfect couple.,"After an amazing first date, Bea and Ben's fiery attraction turns ice cold — until they find themselves unexpectedly reunited at a destination wedding in Australia. So they do what any two mature adults would do: pretend to be a couple.",104,R,2.93
84,1000164,Spider-Man 2,2004,There's a hero in all of us.,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",127,PG-13,3.89
85,1000165,Pride & Prejudice,2005,A romance ahead of its time.,"A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.",127,PG,4.1
86,1000168,The Hunger Games: Catching Fire,2013,Every revolution begins with a spark.,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",146,PG-13,3.8
87,1000169,Harry Potter and the Goblet of Fire,2005,Dark and difficult times lie ahead.,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",157,PG-13,3.81
88,1000170,Batman Begins,2005,Evil fears the knight.,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",140,PG-13,3.8
89,1000172,Harry Potter and the Chamber of Secrets,2002,Something evil has returned to Hogwarts!,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",161,PG,3.59
90,1000173,The Prestige,2006,Are You Watching Closely?,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",130,PG-13,4.23
91,1000177,Bohemian Rhapsody,2018,Fearless lives forever,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",135,PG-13,3.42
92,1000178,The Lion King,1994,Life's greatest adventure is finding your place in the Circle of Life.,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",89,G,4.22
93,1000183,Babylon,2022,Always make a scene.,"A tale of outsized ambition and outrageous excess, tracing the rise and fall of multiple characters in an era of unbridled decadence and depravity during Hollywood's transition from silent films and to sound films in the late 1920s.",189,R,3.82
94,1000187,Harry Potter and the Deathly Hallows: Part 2,2011,It all ends.,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",130,PG-13,3.96
95,1000190,Ex Machina,2015,There is nothing more human than the will to survive,"Caleb, a coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",108,R,3.98
96,1000194,There Will Be Blood,2007,There Will Be Greed. There Will Be Vengeance.,"Ruthless silver miner, turned oil prospector, Daniel Plainview moves to oil-rich California. Using his son to project a trustworthy, family-man image, Plainview cons local landowners into selling him their valuable properties for a pittance. However, local preacher Eli Sunday suspects Plainview's motives and intentions, starting a slow-burning feud that threatens both their lives.",158,R,4.45
97,1000195,Don't Worry Darling,2022,Welcome to Victory.,A 1950s housewife living with her husband in a utopian experimental community begins to worry that his glamorous company may be hiding disturbing secrets.,123,R,2.96
