movie_id,original_id,name,date,tagline,description,minute,theatrical_release_age_rating,rating
8748,1051877,"Blackbeard, the Pirate",1952,"The thunder of their plundering shook the earth, the seas, the sky!",Honest Robert Maynard finds himself serving as ship's surgeon under the infamous pirate Blackbeard.,99,,3.12
8749,1051882,Mr. Saturday Night,2021,The untold story of Robert Stigwood and the disco era.,"The untold story of Robert Stigwood, the impresario behind “Saturday Night Fever” and its record-breaking disco soundtrack.",83,,3.22
8750,1051885,The Object of Beauty,1991,Love is more than dollars and sex.,"American couple Jake and Tina are living in an expensive London hotel above their means, incurring a sizeable debt. When they are asked to pay a lavish dinner bill and Jake's card is declined, he suggests they sell Tina's tiny, expensive Henry Moore sculpture to cover the debt. After they hatch a scheme to claim the sculpture was stolen in order to collect insurance on it, the sculpture mysteriously goes missing.",103,,3.07
8751,1051922,Trolland,2016,The secret below your feet.,"Trolls have a fun time pulling pranks on unsuspecting humans near a campsite, and they compete to see who can pull off the best prank.",75,,2.17
8752,1051952,Madame Sousatzka,1988,"I teach not only how to play, but how to live.","In London, eccentric piano instructor Madame Sousatzka takes on a new prize protégé, Manek, a teenage Bengali immigrant who displays incredible talent. Manek forms a close bond with his teacher, but soon discovers that she expects her pupils to become disciplined in all areas of life, and not just behind the piano",122,PG-13,3.34
8753,1051965,You Were My First Boyfriend,2023,She's doing high school...again.,"In this high school reunion movie turned inside out, filmmaker Cecilia Aldarondo relives her tortured adolescence, wondering if she remembered it all wrong.",97,,3.42
8754,1052023,Ride 'Em Cowboy,1942,They'd make a horse LAUGH!,"Two peanut vendors at a rodeo show get in trouble with their boss and hide out on a railroad train heading west. They get jobs as cowboys on a dude ranch, despite the fact that neither of them knows anything about cowboys, horses, or anything else.",86,NR,3.18
8755,1052034,Hangman's House,1928,Donn Byrne's Romance of Racing and Racial Intrigue,"Forced by her mean-spirited father, Lord Chief Justice James O'Brien, to marry a man she doesn't love, Connaught O'Brien gives up hope of ever with her true love, Dermot McDermot. After her father dies and a hunted rebel leader returns to town, however, Connaught finds a renewed hope that the tides of oppression will shift and she might again find happiness.  This silent romantic drama, set in Ireland, is the first film in which a then-unknown John Wayne is clearly visible.",80,NR,3.38
8756,1052046,Of Human Hearts,1938,"Metro-Goldwyn-Mayer's Great $5,000 Title Contest Picture","This is a story about family relationships, set in the time before and during the American Civil War. Ethan Wilkins is a poor and honest man who ministers to the human soul, while his son Jason yearns to be a doctor, helping people in the earthly realm. It is a rich story about striving for excellence, the tension of father-son rebellion, and the love of a mother that can never die.",103,NR,3.27
8757,1052082,The Triangle,2005,In the Bermuda Triangle nothing stays lost forever,A shipping magnate hires four experts from various fields to investigate what happened to his ships that went missing in the Bermuda Triangle. The team discovers a threat that might unravel time itself and cause the world to end.,270,,3.14
8758,1052086,Calcutta,1946,Adventure In The Far East ! Battling Buddies Gunning For Trouble !,Neale and Pedro fly cargo between Chungking and Calcutta. When their buddy Bill is murdered they investigate. Neale meets Bill's fiancée Virginia and becomes suspicious of a deeper plot while also falling for her charms.,83,NR,3.24
8759,1052088,Yeti: Curse of the Snow Demon,2008,It kills in cold blood,"Surviving the plane crash was only the beginning ... After their plane crashes into uncharted territory in the Himalayas, the survivors set out to find help in the freezing cold. As the days pass and with no sign of a rescue, tensions begin to mount. The survivors wrestle with their consciences as they realise that in order to survive, they must use the bodies of the dead as food. But when it appears that something else is already feeding upon the dead, the survivors realise that their biggest danger is not hunger but something infinitely more sinister: a legendary Yeti is stalking them and is moving in for the kill. Can they outsmart the beast or will they die trying?",85,NR,2.34
8760,1052105,The Monkey's Uncle,1965,More fun than a barrel of teenagers!,"College whiz-kid Merlin Jones concocts a method for teaching advanced information to a chimpanzee, then creates a flying machine of his own design, ultimately raising havoc on the campus.",87,G,3.12
8761,1052106,"H.M. Pulham, Esq.",1941,THERE'S A GIRL LIKE MARVIN MYLES HIDDEN IN EVERY MAN'S LIFE,"A man who lived his life as he was told he should, not as he would have chosen to, is brought out of his shell by a beautiful young woman.",120,NR,3.42
8762,1052107,The Mystery of Edwin Drood,1935,Watch it – and watch it draw the crowds!,A choirmaster addicted to opium and obsessed with a beautiful young woman will stop at nothing to possess her.,87,,3.18
8763,1052164,"Swing High, Swing Low",1937,Fred blows a hot trumpet but he's cold in love!,"In Panama, Maggie King meets soldier Skid Johnson on his last day in the army and reluctantly agrees to a date to celebrate. The two become involved in a nightclub brawl which causes Maggie to miss her ship back to the States. Now stranded, she's forced to move in with Skid and his pal Harry. She soon falls in love with Skid. Skid gets a job playing the trumpet at a local club and becomes a big success. Fame and fortune go to his head which eventually destroys his relationship with Maggie and his career.",92,NR,3.2
8764,1052166,The Prince and the Pauper,1937,Mark Twain's Immortal Classic !,"Two boys – the prince Edward and the pauper Tom – are born on the same day. Years later, when young teenage Tom sneaks into the palace garden, he meets the prince. They change clothes with one another before the guards discover them and throw out the prince thinking he's the urchin. No one believes them when they try to tell the truth about which is which. Soon after, the old king dies and the prince will inherit the throne.",118,NR,3.41
8765,1052172,The 13th Letter,1951,A Strange Kind of Killer Is Loose in This Town!,"When Dr. Pearson comes to a quiet Quebec town to set up his medical practice, he attracts the notice of Cora, whose husband, Paul, is the town's other doctor, and Denise, eldest daughter of the family in whose house he lodges. When an unknown person begins writing letters attacking Dr. Pearson and Cora for having an affair, a complex web of rumors, lies and accusations begins to ensnare nearly everyone in town.",85,NR,3.32
8766,1052173,Susan and God,1940,Saint... Or Screwball?,A flighty socialite neglects her family to promote a new religious group.,117,NR,3.11
8767,1052191,Special Delivery,1976,He's six feet six inches of dynamite. She's crazy. Absolutely crazy!,"A gang of thieves plan a daring bank robbery, making their escape across the rooftops of Los Angeles. The police are quickly called in, however, and only one of the robbers, Murdock, makes a clean getaway. Unfortunately, in order to do so, he is forced to dump the stolen cash into a mailbox, which he then finds is locked until midnight, forcing him to wait until the mailman makes his late night pickup. As he waits, he discovers that his hiding place has been observed by several other people, all of whom want a share of the loot.",99,PG,3.3
8768,1052192,The Wild Ride,1960,From roaring hot rods... to the racing big time,A rebellious punk of the beat generation spends his days as an amateur dirt track driver in between partying and troublemaking.,60,PG-13,2.87
8769,1052219,Bad Sister,2015,How long has it been since your last confession?,"As a top student at St. Adeline's Catholic Boarding School, Zoe senses that something is not quite right about the school's new nun-- a sense proven to be true when it is revealed the ""good' nun is an imposter with a fatal attraction to Zoe's brother.",85,,2.56
8770,1052244,The Fiendish Plot of Dr. Fu Manchu,1980,BEWARE! See this movie - An hour later you'll want to see it again!,"Fu Manchu's 168th birthday celebration is dampened when a hapless flunky spills Fu's age-regressing elixir vitae. Fu sends his lackeys to round up ingredients for a new batch of elixir, starting with the Star of Leningrad diamond, nabbed from a Soviet exhibition in Washington. The FBI sends agents Capone and Williams to England to confer with Nayland Smith, an expert on Fu.",108,PG,2.73
8771,1052260,Classic Albums: Nirvana - Nevermind,2005,...the definitive authorised story of the album.,"Nirvana's groundbreaking 1991 album NEVERMIND raised the Seattle trio to the status of Godhead, forever changing the face of the pop music market. ""Here we are now, entertain us"" may have come and gone as a catch-phrase, but as an insight into a generation's bitterly restless tide, it ranks right up there with ""I can't get no satisfaction."" Part of the CLASSIC ALBUMS series, this release sheds new light on the production and legacy of NEVERMIND through revealing interviews with industry insiders. With unprecedented openness, remaining band members Krist Novoselic and Dave Grohl discuss the production of individual songs, and tell amusing anecdotes about the band's financial struggles just before making it big. In addition, NEVERMIND producer Butch Vig invites viewers into his studio, where he dissects and examines each of the album's tracks. By isolating, examining, and reassembling each instrument and vocal track, Vig is able to recreate the manner in which the album was produced.",49,,3.7
8772,1052281,The Inner Circle,1991,Explosive. Unforgettable. True.,Life changes for a Moscow worker when he's made Stalin's personal film projectionist but cannot tell his bride.,137,,3.38
8773,1052283,The North Avenue Irregulars,1979,The FBI couldn't do it... the CIA couldn't do it... so they sent for... Hill's Angels.,"When crooks set up operations in a traditional town, a minister and a group of church ladies are willing to do anything, no matter how wacky, to get them out.",100,G,3.27
8774,1052314,The Canary Murder Case,1929,Who killed the most beautiful woman on Broadway?,"A beautiful showgirl, name ""the Canary"" is a scheming nightclub singer. Blackmailing is her game and with that she ends up dead. But who killed ""the Canary"". All the suspects knew and were used by her and everyone had a motive to see her dead. The only witness to the crime has also been 'rubbed out'. Only one man, the keen, fascinating, debonair detective Philo Vance, would be able to figure out who is the killer. Written by Tony Fontana",82,,3.03
8775,1052315,I Am Evidence,2017,My body was a crime scene.,The modern criminal justice system is hindered by the fact that countless rape kits remain untested in police evidence storage facilities across the United States. Only eight states currently have laws requiring mandatory testing of rape kits.,89,,3.65
8776,1052337,Nate and Hayes,1983,He's a scoundrel... A hero... A lover of danger and the last of the adventurers... This is the story of Bully Hayes!,"Nathaniel Williamsen is taken to an island mission with his fiancee Sophie. Their ship, the Rona, is captained by the roguish Bully Hayes, who also takes a liking to Sophie. When Sophie is kidnapped by slave trader Ben Pease ""Nate"" teams with Hayes in order to find her.",99,PG,3.15
8777,1052345,Pepe,1960,A New Excitement in Screen Entertainment!,"Mario ""Cantinflas"" Moreno is a hired hand, Pepe, employed on a ranch. A boozing Hollywood director buys a white stallion that belongs to Pepe's boss. Pepe, determined to get the horse back (as he considers it his family), decides to take off to Hollywood. There he meets film stars including Jimmy Durante, Frank Sinatra, Zsa Zsa Gabór, Bing Crosby, Maurice Chevalier and Jack Lemmon in drag as Daphne from Some Like It Hot. He is also surprised by things that were new in America at the time, such as automatic swinging doors. When he finally reaches the man who bought the horse, he is led to believe there is no hope of getting it back. However, the last scene shows both him and the stallion back at the ranch with several foals.",180,,3.1
8778,1052358,Napoleon and Samantha,1972,Two runaways and a guardian lion lost in the wilderness... AN INCREDIBLE ADVENTURE!,"Two young children, who, rather than part with an old pet lion who was once a circus performer, go on a perilous mountain trek to stay with a recluse friend.",92,G,3.17
8779,1052367,Charley-One-Eye,1973,Somebody told the black man he wasn't a slave anymore. Somebody told the red man this land was his. Somebody lied. Somebody is going to pay.,A black Union Army deserter and his crippled American Indian hostage form a strained partnership in the interests of surviving the advancing threats of a racist bounty hunter and neighboring bandits.,107,R,3.32
8780,1052380,George Washington Slept Here,1942,YOU'LL GET HAPPY HYSTERICS in this history-mocking comedy,"New Yorkers Bill and Connie Fuller have to move from their apartment. Without Bill's knowledge, Connie purchases a delapidated old farmhouse in Pennsylvania, where George Washington was supposed to have actually slept during the American Revolution.",93,,3.3
8781,1052396,Checking Out,1988,Nine Out of Ten Doctors Say Ray Is Perfectly Healthy. But What Do They Know?,"When his best friend dies of a heart attack, Ray Macklin becomes a man obsessed with his own mortality. Convinced that all his aches and pains are an indication of his imminent death, Ray's life turns into a slapstick farce of health-crazed anxiety and hypochondria.",96,R,3.08
8782,1052417,The Bad Sister,1931,The girl who wanted everything!,"Marianne falls in love with con man Valentine who uses their relation to get her father's endorsement on a money-raising scheme. He runs off with the money and Marianne, later dumping her. Her sister Laura loves Dr. Lindley although she knows he loves Marianne. Marianne returns and marries a wealthy young man, and Lindley turns his love toward Laura.",68,NR,3.05
8783,1052419,Higher and Higher,1943,THE SINATRA SHOW,A valet to a bankrupt millionaire plans to rebuild his boss's fortune by passing a scullery maid off as a high-society debutante.,90,NR,3.23
8784,1052450,Go for Broke!,1951,The story of Japanese-American soldiers who fought in Europe during World War II,"A tribute to the U.S. 442nd Regimental Combat Team, formed in 1943 by Presidential permission with Japanese-American volunteers. We follow the training of a platoon under the rueful command of Lt. Mike Grayson who shares common prejudices of the time. The 442nd serve in Italy, then France, distinguishing themselves in skirmishes and battles; gradually and naturally, Grayson's prejudices evaporate with dawning realization that his men are better soldiers than he is.",92,NR,3.31
8785,1052474,Gidget Goes Hawaiian,1961,"Get Happy! Get with it! Beach-Parties! Luau-Feasts! Surf-Boarding! Hula-Dancing! Have yourself a Hawaiian holiday when...""Gidget Goes Hawaiian""","Francis is desperate: her parents want to force her to come with them on vacation to Hawaii - just during the two weeks when her beloved ""Moondoggy"" is home from College. When he suggests her to go for it, she's even more in panic - doesn't he care to be with her? So she sets out for Hawaii in the worst mood. On the plane she meets the sociable Abby, who gives her the advice to forget about Jeff - and regrets it shortly after, when Francis follows the advice and steals her boyfriend Eddie, a famous dancer. But then Jeff discovers he's missing Francis...",101,NR,3.17
8786,1052524,Flipper,1963,The wonderful story of a boy and his amazing underwater friend!,"Sandy is distraught when, having saved Flipper by pulling out a spear, his father insists the dolphin be released. A grateful Flipper, however, returns the favor when Sandy is threatened by sharks.",90,,3.04
8787,1052533,"Yes, Giorgio",1982,A glorious uproarious love story.,"A famous opera singer, Giorgio Fini, loses his voice during an American tour. He goes to a female throat specialist, Pamela Taylor, whom he falls in love with.",110,PG,2.55
8788,1052535,Doctor Who: Dimensions in Time,1993,7 Doctors. 1 Adventure.,All of the Doctor's incarnations are in crisis when The Rani creates a time-loop in the East-end of London in this 30th Anniversary Special.,14,,2.49
8789,1052543,High Heels and Low Lifes,2001,They're not bad girls. They're just behaving that way.,A nurse eavesdrops with a friend on a cell phone conversation that describes a bank heist. She and the friend then conspire to blackmail the robbers for $2 million.,86,R,3.09
8790,1052545,Baffled!,1972,Who dares walk the line between life and death.,"Tom Kovack is a hard-nosed race car driver until a sudden supernatural vision causes a near-fatal crash while he's hurtling down the backstretch at 140 miles per hour. Michele Brent is the woman who convinces Kovack that his visions are significant. She leads him to the manor house that appeared in his vision, which in turn leads him into a world of revenge and murder from beyond the grave. Kovack must tap into his newfound power to conquer the evil forces at work.",99,,3.06
8791,1052566,Stranger at My Door,1956,The faith of a fighting parson...the fury of a killer's kiss! He shielded an outlaw to save his soul...while his wife fought the love in her heart for a killer!,"Notorious outlaw Clay Anderson and gang rob the town bank and flee in separate directions. Riding hard, Clay's horse goes lame and he is forced to pull-up at a nearby farm. He soon discovers that the place belongs to local preacher Hollis Jarret, his new wife, and a son from a previous marriage. Clay, posing as a weary traveler, tries to insinuate himself into a secure hideout, but the reverend isn't fooled. He agrees to allow Clay to remain at the farm for a few days, but his motive isn't the preservation of his family's safety. Hollis reasons that, with time, patience and a lot of faith, he can convince the outlaw to turn over a new leaf. But Clay's criminal tendencies may run deeper than the preacher had imagined",85,NR,3.51
8792,1052571,Man of the World,1931,Beyond the 'shadow of the Law',A young American girl visits Paris accompanied by her fiancee and her wealthy uncle. There she meets and is romanced by a worldly novelist; what she doesn't know is that he is a blackmailer who is using her to get to her uncle.,74,NR,3.11
8793,1052574,The Naked Face,1984,Somebody wants him dead for a secret he doesn't have!,"Chicago psychiatrist Judd Stevens is suspected of murdering one of his patients when the man turns up stabbed to death in the middle of the city. After repeated attempts to convince the cops of his innocence, Dr. Stevens is forced to go after the real villains himself.",103,R,3.05
8794,1052636,Bye Bye Birdie,1995,"Rock-and-roll icon Conrad Birdie is about to go into the Army, and plans are being made to arrange his final going-away concert.","In 1995, ABC presented a telemovie version of the Broadway musical Bye Bye Birdie  produced by RHI Entertainment. It starred Seinfeld's Jason Alexander and Vanessa Williams of Desperate Housewives.  While this version remained mostly faithful to the original musical (Michael Stewart remains the only credited author of this version), several songs were added and re-arranged, and dialogue was slightly rewritten to smoothly facilitate the musical changes.  The musical revolves around an Elvis Presley-type rocker who's about to join the Army. To mark the occasion, his manager's secretary arranges for him to kiss a random fan goodbye on The Ed Sullivan Show. Bye Bye Birdie earned four Tony awards in 1961, including Best Musical and Best Actor in a Musical for its original star, Dick Van Dyke.  In addition to Alexander and Williams, ABC's production starred Tyne Daly, George Wendt, Chynna Phillips and Mark Kudisch.",131,,3.18
8795,1052642,12 Men of Christmas,2009,Calendar Girls meets The Full Monty,"A high-powered New York publicist finds herself in Montana promoting a charity calendar after being betrayed by her boss and fiancé. Unfortunately, matters of the heart are just as complicated in the wilds as they are in the big city.",95,,2.78
8796,1052671,Never Cry Werewolf,2008,An Immortal Battle for Survival,"Loren doesn't like her new neighbor, Jared, or his vicious dog. Along with her friend Steven, Loren spies on Jared and begins to suspect he's a werewolf, responsible for a rash of disappearances. But Jared is watching her just as closely because Loren reminds him of his dead wife. As a full-moon night nears, Loren enlists the help of TV star Redd Tucker, who knows how to hunt -- and who believes her werewolf theory.",87,PG-13,2.71
8797,1052676,Mickey's Kangaroo,1935,"Mickey receives a baby kangaroo from Australia, which upsets Pluto.","A friend in Australia has sent Mickey the kangaroo Hoppy, who with her pesky son drives Pluto completely to distraction. Mickey wants to train the kangaroos to be fighters, but they end up throwing him in his own hay-baling machine.",9,NR,3.13
8798,1052682,Peeper,1975,"Back in '47, a gun was a roscoe, a private-eye was a Peeper, and murder was okay as long as nobody got hurt. In fact, anything was okay with this Peeper on the case because he wouldn't know who-done-it even if he done it himself.",A detective is hired to locate a girl adopted 30 years earlier whose birth father wants to bequeath her his fortune.,87,PG,3.07
8799,1052684,The Swap,1979,He's tough. He's cool. He's murder on women... and they're death on him.,Vito gets out of jail after serving ten years and tries to find out who killed his younger brother.,83,,2.58
8800,1052727,The Honeymooners,2005,Dream big. Scheme bigger.,"Working class New York bus driver Ralph Kramden is always coming up with get-rich-quick schemes for him and his best friend, Ed Norton, who's always around to help him get in (and out of) trouble.",90,PG-13,2.53
8801,1052739,Between Heaven and Hell,1956,From the best-selling novel of young love in war!,"Sam Gifford remembers : In prewar years he was an arrogant southern cotton plantation owner, married to the daughter of a colonel. At the beginning of the war he was mobilized with his National Guard unit as a sergeant. Came the day when, revolted by the cowardice of his lieutenant, who had fired at his own men, he hit him. Downgraded, he was sent to a disciplinary battalion. Sam now discovers his new detachment, his new commanding officer, just another cowardly brute, Captain Waco Grimes. While in combat, Sam will gradually become closer to the privates, working-class people he used to despise. He will become another man, a better man.",94,,3.43
8802,1052741,Boog and Elliot's Midnight Bun Run,2006,On the run for cinnamon buns!,"Based on the movie Open Season and found on the DVD, partners in crime Boog and Elliot try to raid an RV for fresh-baked bear claws.",4,,2.84
8803,1052747,Bless the Beasts & Children,1971,Only one animal kills just for the sport of it... Guess which...,A group of social misfits at a summer camp for boys run away to save penned-in buffaloes from a rifle club's slaughter.,102,,3.3
8804,1052755,Fools' Parade,1971,"Glory, W.Va., 1935. It wasn't exactly a parade. It wasn't a time for celebration. It was a time to run for your life.","When a trio of ex-convicts led by Mattie Appleyard is released from prison, they hope to open a general store using money Mattie has saved during his 40-year sentence. This attempt is met with great resistance from a corrupt prison official and the banker who issued Mattie the check.",98,G,3.26
8805,1052770,The Kentuckian,1955,Hunter...Frontiersman...Adventurer!,A frontiersman and his son fight to build a new home in Texas.,104,NR,3.13
8806,1052779,Born to Be Wild,1995,What do you do when your best friend's a 400-pound gorilla? Anything she likes.,Rick Heller is a juvenile delinquent who keeps getting himself into trouble. To keep him out of trouble his mother puts him to work cleaning the cage of a gorilla named Katie which she is teaching to communicate through the use of sign language. When the owner of the gorilla takes her back to become a flea market freak Rick takes it upon himself to break Katie out and take her on an adventurous journey to get her out of the country.,100,PG,2.81
8807,1052795,Slaughter's Big Rip Off,1973,The mob put the finger on Slaughter...so he gave them the finger right back--curled tight around a trigger!,"Vigilante Slaughter comes under attack from Duncan, a local money launderer whose hit-man traps Slaughter in a car at a cliff, but Slaughter escapes, arms himself, and goes after Duncan's hideout.",93,R,3.23
8808,1052827,PT 109,1963,Most men would have given up...But not the crew of PT 109,"Dramatization of President John F. Kennedy's war time experiences during which he captained a PT boat, took it to battle and had it sunk by a Japanese destroyer. He and the survivors had to make their way to an island, find food and shelter and signal the Navy for rescue.",140,,3.22
8809,1052846,It Happened in Brooklyn,1947,IT ALL TAKES PLACE IN THAT FASCINATING WONDERLAND OF THE FAR EAST...BROOKLYN!,"Danny has been in the army for 4 years, yet all he thinks about is Brooklyn and how great it is. When he returns after the war, he soon finds that Brooklyn is not so nice after all. He is able to share a place with Nick, the janitor of his old High School, and get a job as a singer in a music store. He also meets Leo, a talented pianist and his teacher Anne, whose dream is to singing Opera. When Jamie arrives from England, Danny tries to show him the Brooklyn experience and help him compose modern swing music. Together, these four also try to help Leo get the Brooklyn Music scholarship.",105,,3.29
8810,1052860,Pardon My Sarong,1942,They're jammin' the jungle with jest and jive!,"A pair of bus drivers accidentally steal their own bus. With the company issuing a warrant for their arrest, they tag along with a playboy on a boat trip that finds them on a tropical island, where a jewel thief has sinister plans for them.",84,,3.24
8811,1052868,Eversmile New Jersey,1989,Trust him. He’s a dentist…,"Traveling dentist O'Connell traverses South America on his motorcycle for the 'Eversmile' foundation of New Jersey, in a fight not only against cavities, but also against fear, ignorance, indifference - and established antediluvian dentists. During a stop at a lonesome garage he meets Estella, who is supposed to marry a few days later. However she'd rather come with him - to meet a former boyfriend in another town, she says. Expecting problems, he refuses to take her, but she tricks him into it and then tries hard to convince him of her qualities and let her stay with him.",91,PG,3.02
8812,1052874,Rogue Cop,1954,Temptation is a thing called money and a red-lipped blonde !,A police detective on the take tries to catch his brother's killer.,92,NR,3.35
8813,1052897,Armed Response,2017,No Retreat No Mercy,The story follows a team of highly trained operatives who find themselves trapped inside an isolated military compound.,93,R,2.36
8814,1052900,Once Upon a Time at Christmas,2017,This town is dying for Christmas.,"In the twelve days leading up to Christmas, the residents of the snowy and isolated town of Woodridge are being murdered in a variety of gruesome ways by a psychotic Santa and Mrs. Claus. While the small-town cops scramble to protect the townsfolk, the killings seem to center around one young woman who may be the final victim on Santa's list. As the slaughter continues and the bodies pile up, it seems that nothing and no one may be able to stop the murderers before they complete their own deadly take on the twelve days of Christmas.",97,R,2.51
8815,1052929,Underwater!,1955,UNDERWATER Fury! UNDERWATER Paradise!,"Two scuba divers find a shipwreck which may contain undiscovered treasure, however, their attempt to salvage it is threatened by scavengers.",99,,3.04
8816,1052935,The Monkey Hustle,1976,Live the scam. Work the sham.,"A new highway threatens a Chicago neighborhood, so to protest the residents throw a block party.",90,PG,3.15
8817,1052936,Reunion in France,1942,The Picture Of The Hour! France In Open Revolt! Leaping From The Headlines! The Underground Of Paris!,"Frenchwoman Michele de la Becque, an opponent of the Nazis in German-occupied Paris, hides a downed American flyer, Pat Talbot, and attempts to get him safely out of the country.",104,NR,3.21
8818,1052940,Love Before Breakfast,1936,It was love at first FIGHT!... So they married in HATE and lived SCRAPPILY ever after!,"Scott is a very rich businessman who hangs out with a snooty, silly Countess, but has the hots for Kay who is already engaged to Bill. Scott pursues Kay like crazy, going so far as to buy Bill's oil company so that he can banish him to Japan,  leaving Kay unmoored.",70,,3.1
8819,1052942,Gorp,1980,"A bunch of fruits, nuts and flakes.",Pranksters cause trouble at a summer camp for rich kids.,90,R,2.66
8820,1052989,Pluto's Surprise Package,1949,"Pluto tries to bring in the mail, but one parcel refuses to cooperate.","Pluto tries to bring in the mail, which gets more difficult when a package sprouts legs and tries to go swimming. Between the wandering turtle and the wind blowing the other mail around, Pluto's got quite a task ahead. And it's not made easier when both the letters and the turtle go off a large cliff.",7,NR,3.21
8821,1052999,Personal Property,1937,"See Bob as a butler! See Jean as the adventuress who hires him! Thrill to 'em both-as rowdy ""snuggle-pups,"" who can't give each other anything but love!",Raymond Dabney returns to his family after trouble with the law. He convinces the sheriff to give him a job watching the house and furniture of widow Crystal Wetherby without knowing she is engaged to his brother.,84,,3.3
8822,1053012,Heller in Pink Tights,1960,Story of theatrical troupe that travels through the Old West.,"Nineteenth century Wyoming: the wild West. Mild-mannered Tom Healy has a two-wagon theater troupe hounded by creditors because Angela, his leading lady and the object of his affection, constantly buys clothes. In Cheyenne, they meet with applause, so they hope to stay awhile: the theater owner likes Angela, and she keeps him on a string. She's also the object of the attentions of Mabry, a gunslinger who's owed money by the richest man in Bonanza.",100,NR,3.22
8823,1053018,A Lawless Street,1955,They were all running out at the same time ... his luck ... his bullets ... his woman !,A Marshal must face unpleasant facts about his past when he attempts to run a criminal gang out of town.,78,NR,3.3
8824,1053020,The Stooge,1951,A RIOTOUS MUSICAL RAMPAGE!,"Bill Miller is an unsuccessful Broadway performer until his handlers convince him to enhance his act with a stooge—Ted Rogers, a guy positioned in the audience to be the butt of Bill's jokes. After Ted begins to steal the show, Bill's girlfriend and his pals advise him to make Ted an equal partner.",100,G,3.34
8825,1053029,Spawn of the North,1938,"Thrills, intrigue and drama at sea !",Two Alaskan salmon fisherman find their friendship at risk when one aligns with Russian fish pirates and the other aligns with local vigilantes.,110,,3.44
8826,1053039,Three of Hearts,1993,Three wild hearts. One sexy romantic comedy.,A lesbian hires a male escort to break the heart of the bisexual woman who has just dumped her.,110,,2.96
8827,1053043,Tenderness,2009,The intimacy of the kill,A hardened cop tries to unravel the past to discover whether a violent teenager was responsible for the murder of his family. A confused fifteen-year-old runaway becomes enthralled with the young man.,101,,2.86
8828,1053063,Danger Signal,1945,A house of shadows... guarding its mysteries from the world. Every room has a secret... every kiss may be the Last!,"After robbing and murdering his married lover and then making her death look like suicide, conniving philanderer Ronnie Mason relocates to Los Angeles. Under a new identity and claiming to be a writer, Ronnie finds lodging at the home of Hilda Fenchurch and her mother. He woos Hilda, knowing she has money, but when he discovers that Hilda's sister, Anne, has just inherited $25,000, he switches his attentions to her.",78,,3.25
8829,1053096,Unleashed,2017,Love is a four-legged word.,"When a cosmic event turns Emma's dog and cat into two perfect guys, Emma reconsiders her outlook on dating, hilariously works out her trust issues, and ultimately learns to love herself.",96,,2.86
8830,1053099,"Stay Away, Joe",1968,"Elvis is kissin' cousins again- and also friends, friends of friends, and even some perfect strangers!","Joe Lightcloud persuades his Congressman to give him 20 heifers and a prize bull so he and his father, Charlie, can prove that the Navajos can successfully raise cattle on the reservation. If their experiment is successful, then the government will help all the Navajo people. But Joe's friend, Bronc Hoverty, accidentally barbecues the prize bull, while Joe sells the heifers to buy plumbing and other home improvements for his stepmother.",102,PG,2.61
8831,1053115,Blondie of the Follies,1932,You'll Laugh! You'll Cry! But How You'll Enjoy Each Moment of It!,"New York City tenement dwelling neighbors Blondie and Lottie are longtime best friends. When Lottie makes the cast of the Follies and moves up in the world, she arranges for Blondie, as well, to join the cast and gain the advantages. But the friendship goes awry when Lottie's sweetheart, wealthy Larry Belmont, falls for Blondie and she for him.",91,NR,3.26
8832,1053122,The Hills Run Red,1966,The man who had five years to think about killing... his best friend! Finally they meet...,"After the Civil War ends, two soldiers return home with a cache of stolen money. They are caught by Union troops. One escapes, but the other is sent to prison for five years. When he gets out and goes home, he finds that his wife has died in poverty because his partner kept all the money, and is now a major power in the area with an army of deadly gunmen to back him up.",89,,3.22
8833,1053123,The Wayward Bus,1957,The Steinbeck people! The Steinbeck passions! The Steinbeck power!,"Three strangers embark on a life-changing journey on a fateful bus ride. As the road presents challenges, each character faces his or her own shortcomings, not knowing where life will lead next.",87,NR,3.26
8834,1053136,Blue Denim,1959,"How could it happen to Janet...so shy, so young, and so much like yourself? Where did she go wrong... and why... WHY... WHY?",Two naive high-school students must deal with the unexpected consequences after a night of passion.,89,,3.35
8835,1053150,Our Blushing Brides,1930,The Man Joan Loves---Loves Her! But Marriage Never Entered His Head!,"Three department store girls--Connie, Franky, and Gerry--share an apartment on West 91st Street in New York City. Each earns little more than 20 dollars per week. Gerry is the sensible one, but the others throw themselves at amoral rich men in an attempt to hook one and better themselves. They end up being hurt and disappointed despite Gerry's attempts to warn them.",99,,3.32
8836,1053156,The African Lion,1955,Walt Disney's most exciting True-Life Adventure feature!,"Part of Disney's True-Life Adventures series, this film focuses on the lives of lions in Africa.",75,G,3.28
8837,1053172,British Intelligence,1939,"Although the home of cabinet minister Arthur Bennett is a hotbed of spies, moles, and double agents, no one knows the true identity of notorious German spymaster Strendler.","During WWI pretty German master spy Helene von Lorbeer is sent undercover to London to live with the family of a high-placed British official where she is to rendezvous with the butler Valdar, also a spy, and help him transmit secret war plans back to Germany.",61,NR,3.14
8838,1053176,Tarzan's Secret Treasure,1941,The Greatest Tarzan Is Back!,A scientific expedition happens to discover that gold exists on Tarzan's escarpment. The villainous Medford and Vandermeer kidnap Jane and Boy to extort from Tarzan the location of the gold.,81,,3.18
